200	198.7622486	30.77539244
231.6760636	400	30.77539244
200	301.9082001	143.728853
168.3239364	400	194.84309
102.5115325	333.7802991	-56.40377035
400	230.6343476	30.77539244
297.4884675	230.6343476	65.24062744
380.4202973	291.2841671	-56.40377035
297.4884675	333.7802991	-70
297.4884675	7.32896E-14	30.77539244
357.7652486	147.1892728	143.728853
260.2767811	115.3171738	194.84309
357.7652486	44.0433213	-70
42.23475141	44.0433213	30.77539244
102.5115325	7.32896E-14	143.728853
200	31.87209902	65.24062744
139.7232189	115.3171738	-56.40377035
19.57970272	291.2841671	30.77539244
-7.28388E-14	230.6343476	65.24062744
42.23475141	147.1892728	194.84309
102.5115325	230.6343476	-70
200	250.3352243	88.785345
248.7442337	214.6982981	94.60106116
230.1383906	157.0397112	133.9626209
169.8616094	157.0397112	-1.87505686
151.2557663	214.6982981	31.66059686
215.8380318	350.9541001	88.785345
184.1619682	350.9541001	165.7307953
151.2557663	317.8442496	73.39971116
151.2557663	266.2712739	61.21935163
200	400	133.9626209
135.4177345	366.8901496	100.1444694
102.5115325	282.2073234	29.25323163
348.7442337	230.6343476	94.60106116
338.9543824	260.9592573	5.178495698
297.4884675	282.2073234	52.54361547
248.7442337	266.2712739	119.2418403
390.2101486	260.9592573	-1.87505686
338.9543824	312.5322331	29.25323163
248.7442337	317.8442496	61.21935163
278.8826243	57.6585869	133.9626209
309.0210149	79.68024755	123.4524081
309.0210149	131.2532233	165.7307953
278.8826243	172.9757607	176.430896
327.626858	22.02166065	31.66059686
357.7652486	95.61629706	61.21935163
327.626858	188.9118102	119.2418403
90.97898514	79.68024755	-1.87505686
121.1173757	57.6585869	73.39971116
169.8616094	73.59463641	5.178495698
200	115.3171738	100.1444694
72.37314198	22.02166065	88.785345
151.2557663	15.93604951	119.2418403
230.1383906	73.59463641	176.430896
61.04561763	260.9592573	31.66059686
51.25576627	230.6343476	52.54361547
72.37314198	188.9118102	123.4524081
121.1173757	172.9757607	29.25323163
9.789851358	260.9592573	94.60106116
21.1173757	188.9118102	176.430896
90.97898514	131.2532233	100.1444694
49.7522638	216.7268351	50.71843965
184.9308047	80.54839264	94.17489279
200	129.2246863	66.82126919
265.7355202	177.2735087	101.4546103
134.2644798	177.2735087	80.85276279
159.3798052	255.0197696	100.8342967
240.6201948	255.0197696	101.5142243
332.0433965	298.8825855	48.79704384
146.1814454	356.0598247	11.32975884
317.1450538	90.93175176	60.01105733
158.6365966	61.32886368	104.885774
107.9702717	168.6780127	86.23488558
118.7596105	285.4908028	115.0964234
281.2403895	285.4908028	132.730463
292.0297283	168.6780127	109.4298888
200	383.6513667	60.95389558
45.97642235	240.7426509	127.2917538
349.128652	255.9051057	101.7476109
307.0989236	66.40020629	74.98258116
107.9702717	55.38937597	60.30094035
