0	0	0
0.618	3.902	0
0	2	3.087312298
-0.618	3.902	-6.451372823
-1.902	2.618	2.05486292
3.902	0.618	0
1.902	0.618	-3.871748245
3.52	1.794	2.05486292
1.902	2.618	0.806407612
1.902	-3.854	0
3.078	-1	3.087312298
1.176	-1.618	-6.451372823
3.078	-3	0.806407612
-3.078	-3	0
-1.902	-3.854	3.087312298
0	-3.236	-3.871748245
-1.176	-1.618	2.05486292
-3.52	1.794	0
-3.902	0.618	-3.871748245
-3.078	-1	-6.451372823
-1.902	0.618	0.806407612
0	1	2.102955705
0.951	0.309	-0.840183887
0.588	-0.809	-3.008158827
-0.588	-0.809	1.300097718
-0.951	0.309	1.537013637
0.309	2.951	2.102955705
-0.309	2.951	-0.752604
-0.951	2.309	3.288581968
-0.951	1.309	1.957766835
0	3.902	-3.008158827
-1.26	3.26	-3.17966604
-1.902	1.618	2.568195768
2.902	0.618	-0.840183887
2.711	1.206	-0.811923602
1.902	1.618	-1.165267842
0.951	1.309	0.251386413
3.711	1.206	1.300097718
2.711	2.206	2.568195768
0.951	2.309	1.957766835
1.539	-2.736	-3.008158827
2.127	-2.309	-4.380483878
2.127	-1.309	-0.752604
1.539	-0.5	-4.73773486
2.49	-3.427	1.537013637
3.078	-2	1.957766835
2.49	-0.191	0.251386413
-2.127	-2.309	1.300097718
-1.539	-2.736	3.288581968
-0.588	-2.427	-0.811923602
0	-1.618	-3.17966604
-2.49	-3.427	2.102955705
-0.951	-3.545	0.251386413
0.588	-2.427	-4.73773486
-2.711	1.206	1.537013637
-2.902	0.618	-1.165267842
-2.49	-0.191	-4.380483878
-1.539	-0.5	2.568195768
-3.711	1.206	-0.840183887
-3.49	-0.191	-4.73773486
-2.127	-1.309	-3.17966604
-2.931333333	0.348333333	-2.752291138
-0.294	-2.292166667	-4.36569146
0	-1.348333333	-2.254336495
1.2825	-0.416666667	-3.208301038
-1.2825	-0.416666667	-4.467192652
-0.7925	1.090833333	-3.600760752
0.7925	1.090833333	-2.805437692
2.576166667	1.941333333	-1.526426985
-1.05	3.05	-2.842504568
2.2855	-2.090833333	-3.72061508
-0.807	-2.664833333	-3.658257645
